name	volume	thickness	area	meancurv
Left-G_and_S_frontomargin	2046.0	2.257	778.0	0.135
Left-G_and_S_occipital_inf	2839.0	2.64	926.0	0.137
Left-G_and_S_paracentral	2847.0	2.493	942.0	0.09
Left-G_and_S_subcentral	3230.0	2.7	1063.0	0.119
Left-G_and_S_transv_frontopol	1217.0	2.142	433.0	0.143
Left-G_and_S_cingul-Ant	4577.0	2.736	1535.0	0.129
Left-G_and_S_cingul-Mid-Ant	2011.0	2.652	760.0	0.093
Left-G_and_S_cingul-Mid-Post	2549.0	2.666	882.0	0.105
Left-G_cingul-Post-dorsal	1705.0	3.275	416.0	0.155
Left-G_cingul-Post-ventral	517.0	2.662	160.0	0.117
Left-G_cuneus	2598.0	1.91	1238.0	0.134
Left-G_front_inf-Opercular	2954.0	3.089	745.0	0.105
Left-G_front_inf-Orbital	1425.0	2.872	394.0	0.147
Left-G_front_inf-Triangul	1969.0	2.684	581.0	0.133
Left-G_front_middle	8297.0	2.434	2717.0	0.135
Left-G_front_sup	14924.0	2.781	4582.0	0.115
Left-G_Ins_lg_and_S_cent_ins	1475.0	3.531	380.0	0.112
Left-G_insular_short	2328.0	3.734	442.0	0.103
Left-G_occipital_middle	4992.0	2.517	1499.0	0.127
Left-G_occipital_sup	2316.0	2.068	983.0	0.132
Left-G_oc-temp_lat-fusifor	3761.0	2.915	1011.0	0.135
Left-G_oc-temp_med-Lingual	5618.0	1.999	2392.0	0.147
Left-G_oc-temp_med-Parahip	3685.0	2.992	929.0	0.122
Left-G_orbital	5701.0	2.668	1679.0	0.144
Left-G_pariet_inf-Angular	6328.0	2.566	1988.0	0.122
Left-G_pariet_inf-Supramar	5623.0	2.838	1675.0	0.138
Left-G_parietal_sup	6323.0	2.244	2314.0	0.118
Left-G_postcentral	3894.0	2.032	1619.0	0.124
Left-G_precentral	5577.0	2.771	1625.0	0.111
Left-G_precuneus	6649.0	2.706	1957.0	0.12
Left-G_rectus	2439.0	2.875	602.0	0.124
Left-G_subcallosal	733.0	2.309	308.0	0.092
Left-G_temp_sup-G_T_transv	1225.0	2.644	354.0	0.117
Left-G_temp_sup-Lateral	5026.0	2.982	1147.0	0.125
Left-G_temp_sup-Plan_polar	1793.0	3.188	448.0	0.07
Left-G_temp_sup-Plan_tempo	1424.0	2.389	518.0	0.067
Left-G_temporal_inf	6966.0	2.911	1816.0	0.132
Left-G_temporal_middle	5712.0	2.855	1477.0	0.131
Left-Lat_Fis-ant-Horizont	267.0	2.388	143.0	0.121
Left-Lat_Fis-ant-Vertical	376.0	2.308	176.0	0.086
Left-Lat_Fis-post	1336.0	2.643	654.0	0.104
Left-Pole_occipital	2943.0	1.956	1402.0	0.143
Left-Pole_temporal	4541.0	3.131	997.0	0.146
Left-S_calcarine	2477.0	1.985	1410.0	0.116
Left-S_central	3479.0	2.053	1969.0	0.089
Left-S_cingul-Marginalis	1281.0	2.182	655.0	0.079
Left-S_circular_insula_ant	1040.0	3.231	400.0	0.081
Left-S_circular_insula_inf	2009.0	3.018	810.0	0.071
Left-S_circular_insula_sup	2340.0	2.907	1034.0	0.086
Left-S_collat_transv_ant	1428.0	2.696	563.0	0.116
Left-S_collat_transv_post	607.0	2.184	353.0	0.129
Left-S_front_inf	2242.0	2.428	971.0	0.104
Left-S_front_middle	2107.0	2.012	1053.0	0.118
Left-S_front_sup	4364.0	2.363	1929.0	0.101
Left-S_interm_prim-Jensen	361.0	3.103	112.0	0.163
Left-S_intrapariet_and_P_trans	3776.0	2.143	1984.0	0.097
Left-S_oc_middle_and_Lunatus	1557.0	2.115	894.0	0.117
Left-S_oc_sup_and_transversal	1811.0	2.181	951.0	0.102
Left-S_occipital_ant	1237.0	2.474	512.0	0.101
Left-S_oc-temp_lat	1285.0	2.368	645.0	0.085
Left-S_oc-temp_med_and_Lingual	2762.0	2.481	1232.0	0.108
Left-S_orbital_lateral	503.0	1.981	282.0	0.12
Left-S_orbital_med-olfact	816.0	2.418	390.0	0.106
Left-S_orbital-H_Shaped	1788.0	2.232	832.0	0.111
Left-S_parieto_occipital	2882.0	2.345	1393.0	0.108
Left-S_pericallosal	1043.0	1.753	765.0	0.121
Left-S_postcentral	3767.0	2.189	1881.0	0.093
Left-S_precentral-inf-part	1879.0	2.493	839.0	0.084
Left-S_precentral-sup-part	2000.0	2.589	819.0	0.087
Left-S_suborbital	737.0	2.205	392.0	0.1
Left-S_subparietal	1686.0	2.7	722.0	0.114
Left-S_temporal_inf	1859.0	2.371	989.0	0.097
Left-S_temporal_sup	7122.0	2.491	3260.0	0.089
Left-S_temporal_transverse	599.0	2.358	324.0	0.099
