name	volume	thickness	area	meancurv
Left-bankssts	1548.0	2.326	719.0	0.073
Left-caudalanteriorcingulate	1522.0	2.462	542.0	0.113
Left-caudalmiddlefrontal	4666.0	2.601	1690.0	0.104
Left-cuneus	2870.0	1.94	1448.0	0.129
Left-entorhinal	1772.0	2.914	466.0	0.1
Left-fusiform	8326.0	2.718	2648.0	0.127
Left-inferiorparietal	12708.0	2.512	4639.0	0.11
Left-inferiortemporal	10350.0	2.755	3209.0	0.117
Left-isthmuscingulate	2356.0	2.612	856.0	0.129
Left-lateraloccipital	11860.0	2.182	5069.0	0.129
Left-lateralorbitofrontal	6977.0	2.648	2515.0	0.117
Left-lingual	7306.0	2.134	3211.0	0.136
Left-medialorbitofrontal	4465.0	2.503	1530.0	0.106
Left-middletemporal	8236.0	2.653	2658.0	0.11
Left-parahippocampal	1974.0	2.895	553.0	0.103
Left-paracentral	3265.0	2.469	1236.0	0.079
Left-parsopercularis	3904.0	2.877	1198.0	0.102
Left-parsorbitalis	2592.0	2.565	800.0	0.155
Left-parstriangularis	3060.0	2.518	1147.0	0.117
Left-pericalcarine	1669.0	1.644	1073.0	0.121
Left-postcentral	9234.0	2.056	4088.0	0.106
Left-posteriorcingulate	3061.0	2.45	1127.0	0.119
Left-precentral	12688.0	2.676	4455.0	0.102
Left-precuneus	10542.0	2.584	3838.0	0.115
Left-rostralanteriorcingulate	2533.0	2.796	786.0	0.124
Left-rostralmiddlefrontal	12972.0	2.228	5102.0	0.13
Left-superiorfrontal	20312.0	2.69	6869.0	0.11
Left-superiorparietal	13232.0	2.172	5677.0	0.109
Left-superiortemporal	11260.0	2.785	3462.0	0.097
Left-supramarginal	9289.0	2.682	3230.0	0.125
Left-frontalpole	739.0	2.284	231.0	0.155
Left-temporalpole	1983.0	3.388	420.0	0.147
Left-transversetemporal	1534.0	2.721	477.0	0.105
Left-insula	6794.0	3.196	2090.0	0.099
