name	volume	thickness	area	meancurv
Left-bankssts	2126.0	2.334	1014.0	0.096
Left-caudalanteriorcingulate	1946.0	2.444	776.0	0.126
Left-caudalmiddlefrontal	7191.0	2.366	2814.0	0.103
Left-cuneus	2821.0	1.839	1541.0	0.144
Left-entorhinal	1911.0	3.107	414.0	0.085
Left-fusiform	9727.0	2.804	3006.0	0.122
Left-inferiorparietal	12909.0	2.419	4900.0	0.117
Left-inferiortemporal	10558.0	2.674	3510.0	0.122
Left-isthmuscingulate	2924.0	2.365	1139.0	0.124
Left-lateraloccipital	13231.0	2.172	5589.0	0.136
Left-lateralorbitofrontal	9014.0	2.749	3013.0	0.13
Left-lingual	6808.0	2.115	2945.0	0.13
Left-medialorbitofrontal	5918.0	2.408	2267.0	0.114
Left-middletemporal	11236.0	2.612	3529.0	0.119
Left-parahippocampal	1872.0	2.431	671.0	0.079
Left-paracentral	3665.0	2.36	1445.0	0.087
Left-parsopercularis	3696.0	2.394	1461.0	0.094
Left-parsorbitalis	2697.0	2.645	757.0	0.126
Left-parstriangularis	3551.0	2.262	1392.0	0.119
Left-pericalcarine	1706.0	1.445	1355.0	0.12
Left-postcentral	8756.0	2.037	3887.0	0.108
Left-posteriorcingulate	3395.0	2.569	1186.0	0.129
Left-precentral	14246.0	2.521	5219.0	0.094
Left-precuneus	9690.0	2.362	3951.0	0.116
Left-rostralanteriorcingulate	3374.0	2.714	1109.0	0.11
Left-rostralmiddlefrontal	16452.0	2.284	6362.0	0.13
Left-superiorfrontal	23521.0	2.675	7875.0	0.112
Left-superiorparietal	13169.0	2.16	5733.0	0.112
Left-superiortemporal	10705.0	2.746	3430.0	0.103
Left-supramarginal	9030.0	2.426	3352.0	0.119
Left-frontalpole	1144.0	2.54	330.0	0.154
Left-temporalpole	2727.0	3.636	495.0	0.119
Left-transversetemporal	1220.0	2.5	440.0	0.12
Left-insula	7784.0	3.112	2495.0	0.109
