name	volume	thickness	area	meancurv
Left-G_and_S_frontomargin	1588.0	2.113	732.0	0.133
Left-G_and_S_occipital_inf	2907.0	2.111	1217.0	0.135
Left-G_and_S_paracentral	1951.0	1.968	865.0	0.102
Left-G_and_S_subcentral	2606.0	2.333	997.0	0.116
Left-G_and_S_transv_frontopol	1222.0	2.095	480.0	0.151
Left-G_and_S_cingul-Ant	3378.0	2.289	1476.0	0.123
Left-G_and_S_cingul-Mid-Ant	1582.0	2.192	731.0	0.092
Left-G_and_S_cingul-Mid-Post	1731.0	2.087	849.0	0.116
Left-G_cingul-Post-dorsal	867.0	2.358	315.0	0.124
Left-G_cingul-Post-ventral	595.0	2.15	229.0	0.123
Left-G_cuneus	2608.0	1.527	1609.0	0.137
Left-G_front_inf-Opercular	2301.0	2.318	836.0	0.132
Left-G_front_inf-Orbital	859.0	2.367	271.0	0.148
Left-G_front_inf-Triangul	2201.0	2.435	759.0	0.15
Left-G_front_middle	6511.0	2.149	2558.0	0.14
Left-G_front_sup	13353.0	2.335	4804.0	0.115
Left-G_Ins_lg_and_S_cent_ins	1368.0	2.879	481.0	0.14
Left-G_insular_short	1823.0	2.931	517.0	0.15
Left-G_occipital_middle	3768.0	2.087	1500.0	0.138
Left-G_occipital_sup	1619.0	1.655	888.0	0.125
Left-G_oc-temp_lat-fusifor	3783.0	2.379	1390.0	0.122
Left-G_oc-temp_med-Lingual	4794.0	1.756	2402.0	0.141
Left-G_oc-temp_med-Parahip	3194.0	2.701	850.0	0.091
Left-G_orbital	4763.0	2.42	1581.0	0.129
Left-G_pariet_inf-Angular	3944.0	2.05	1599.0	0.125
Left-G_pariet_inf-Supramar	4251.0	2.31	1601.0	0.131
Left-G_parietal_sup	3980.0	1.863	1849.0	0.124
Left-G_postcentral	3132.0	1.855	1442.0	0.122
Left-G_precentral	4815.0	2.402	1592.0	0.097
Left-G_precuneus	3379.0	2.187	1274.0	0.13
Left-G_rectus	1951.0	2.386	684.0	0.144
Left-G_subcallosal	1265.0	2.528	538.0	0.114
Left-G_temp_sup-G_T_transv	1137.0	2.067	453.0	0.103
Left-G_temp_sup-Lateral	5530.0	2.726	1587.0	0.136
Left-G_temp_sup-Plan_polar	1806.0	2.859	600.0	0.045
Left-G_temp_sup-Plan_tempo	1662.0	2.133	751.0	0.093
Left-G_temporal_inf	4717.0	2.46	1495.0	0.124
Left-G_temporal_middle	5173.0	2.413	1670.0	0.143
Left-Lat_Fis-ant-Horizont	350.0	1.935	221.0	0.094
Left-Lat_Fis-ant-Vertical	329.0	2.121	171.0	0.117
Left-Lat_Fis-post	1263.0	2.081	762.0	0.101
Left-Pole_occipital	2627.0	1.704	1435.0	0.123
Left-Pole_temporal	5063.0	3.168	1166.0	0.136
Left-S_calcarine	2386.0	1.589	1776.0	0.125
Left-S_central	3534.0	1.756	2278.0	0.097
Left-S_cingul-Marginalis	1014.0	1.897	611.0	0.093
Left-S_circular_insula_ant	602.0	2.388	306.0	0.093
Left-S_circular_insula_inf	2232.0	2.468	1055.0	0.082
Left-S_circular_insula_sup	2054.0	2.37	1063.0	0.097
Left-S_collat_transv_ant	1369.0	2.699	624.0	0.138
Left-S_collat_transv_post	392.0	1.903	223.0	0.121
Left-S_front_inf	2333.0	1.985	1332.0	0.11
Left-S_front_middle	1579.0	2.111	780.0	0.119
Left-S_front_sup	3315.0	2.005	1770.0	0.096
Left-S_interm_prim-Jensen	270.0	2.131	147.0	0.131
Left-S_intrapariet_and_P_trans	2362.0	1.686	1582.0	0.097
Left-S_oc_middle_and_Lunatus	1624.0	1.74	1112.0	0.14
Left-S_oc_sup_and_transversal	1143.0	1.772	770.0	0.104
Left-S_occipital_ant	879.0	1.95	546.0	0.115
Left-S_oc-temp_lat	1271.0	2.015	694.0	0.122
Left-S_oc-temp_med_and_Lingual	2638.0	2.064	1509.0	0.101
Left-S_orbital_lateral	341.0	1.822	211.0	0.114
Left-S_orbital_med-olfact	816.0	2.22	418.0	0.105
Left-S_orbital-H_Shaped	2078.0	2.626	805.0	0.122
Left-S_parieto_occipital	2304.0	1.758	1462.0	0.101
Left-S_pericallosal	1233.0	1.99	862.0	0.117
Left-S_postcentral	2616.0	1.75	1592.0	0.103
Left-S_precentral-inf-part	2022.0	2.034	1056.0	0.104
Left-S_precentral-sup-part	1671.0	2.008	918.0	0.094
Left-S_suborbital	848.0	2.294	453.0	0.113
Left-S_subparietal	960.0	2.12	529.0	0.117
Left-S_temporal_inf	1902.0	2.007	1076.0	0.106
Left-S_temporal_sup	7102.0	2.034	3811.0	0.098
Left-S_temporal_transverse	550.0	2.049	340.0	0.095
