name	intensity-avg	volume
Left-Lateral-Ventricle	15.3888	9201.8
Left-Inf-Lat-Vent	43.6919	259.6
Left-Cerebellum-White-Matter	83.8759	13414.3
Left-Cerebellum-Cortex	53.3391	58188.3
Left-Thalamus	85.6162	7655.8
Left-Caudate	73.0098	3574.1
Left-Putamen	81.168	4883.3
Left-Pallidum	99.8937	1945.8
3rd-Ventricle	31.2192	775.5
4th-Ventricle	16.3109	1285.7
Brain-Stem	82.7636	21018.0
Left-Hippocampus	58.9638	4392.5
Left-Amygdala	59.5999	2081.4
CSF	36.5234	713.2
Left-Accumbens-area	69.5315	934.3
Left-VentralDC	91.2874	3963.0
Left-vessel	62.0	34.6
Left-choroid-plexus	48.6	841.6
Right-Lateral-Ventricle	15.3168	10445.7
Right-Inf-Lat-Vent	36.7655	384.7
Right-Cerebellum-White-Matter	84.9465	12098.8
Right-Cerebellum-Cortex	54.7589	54485.6
Right-Thalamus	83.8341	7664.3
Right-Caudate	71.2879	3844.7
Right-Putamen	80.1921	4926.4
Right-Pallidum	98.6513	1934.5
Right-Hippocampus	58.7135	4253.9
Right-Amygdala	58.5812	1939.4
Right-Accumbens-area	69.8274	878.5
Right-VentralDC	90.4497	4080.0
Right-vessel	60.4	12.8
Right-choroid-plexus	45.8706	811.9
5th-Ventricle	0.0	0.0
WM-hypointensities	69.455	1368.9
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	74.4503	190.9
CC_Posterior	99.9481	1289.9
CC_Mid_Posterior	91.9207	574.9
CC_Central	95.9277	528.3
CC_Mid_Anterior	98.434	624.5
CC_Anterior	101.5413	1291.2
