name	volume	thickness	area	meancurv
Left-bankssts	1810.0	2.492	770.0	0.106
Left-caudalanteriorcingulate	1126.0	2.797	416.0	0.113
Left-caudalmiddlefrontal	5588.0	2.482	2132.0	0.111
Left-cuneus	2613.0	1.836	1428.0	0.149
Left-entorhinal	1955.0	3.334	369.0	0.108
Left-fusiform	8014.0	2.567	3028.0	0.115
Left-inferiorparietal	10846.0	2.381	4236.0	0.121
Left-inferiortemporal	7678.0	2.563	2713.0	0.13
Left-isthmuscingulate	2587.0	2.43	926.0	0.116
Left-lateraloccipital	9374.0	1.984	4562.0	0.139
Left-lateralorbitofrontal	7054.0	2.727	2360.0	0.132
Left-lingual	4909.0	2.091	2313.0	0.136
Left-medialorbitofrontal	4892.0	2.617	1696.0	0.106
Left-middletemporal	9775.0	2.591	3028.0	0.121
Left-parahippocampal	1676.0	2.614	560.0	0.074
Left-paracentral	2677.0	2.347	1079.0	0.105
Left-parsopercularis	3432.0	2.571	1195.0	0.106
Left-parsorbitalis	1600.0	2.649	494.0	0.134
Left-parstriangularis	3113.0	2.599	1088.0	0.127
Left-pericalcarine	1222.0	1.394	1080.0	0.129
Left-postcentral	7323.0	1.99	3389.0	0.108
Left-posteriorcingulate	2388.0	2.517	897.0	0.118
Left-precentral	11002.0	2.455	4307.0	0.104
Left-precuneus	8648.0	2.479	3327.0	0.112
Left-rostralanteriorcingulate	1850.0	3.166	543.0	0.111
Left-rostralmiddlefrontal	12224.0	2.461	4438.0	0.128
Left-superiorfrontal	19610.0	2.8	6303.0	0.121
Left-superiorparietal	12077.0	2.082	5353.0	0.111
Left-superiortemporal	11174.0	2.634	3868.0	0.102
Left-supramarginal	10087.0	2.471	3836.0	0.111
Left-frontalpole	904.0	2.647	233.0	0.15
Left-temporalpole	2489.0	3.655	433.0	0.14
Left-transversetemporal	995.0	2.363	389.0	0.106
Left-insula	6297.0	3.249	1944.0	0.117
