name	intensity-avg	volume
Left-Lateral-Ventricle	15.9086	12882.0
Left-Inf-Lat-Vent	39.6475	675.8
Left-Cerebellum-White-Matter	83.3736	17651.0
Left-Cerebellum-Cortex	56.9384	60286.0
Left-Thalamus	85.7219	9228.1
Left-Caudate	72.612	3886.2
Left-Putamen	82.8186	5284.0
Left-Pallidum	98.433	2087.1
3rd-Ventricle	27.6608	1244.9
4th-Ventricle	20.0448	1643.4
Brain-Stem	83.3468	23871.2
Left-Hippocampus	59.7668	4496.0
Left-Amygdala	60.5959	1762.4
CSF	35.5096	1178.5
Left-Accumbens-area	67.0582	791.1
Left-VentralDC	90.7468	4724.9
Left-vessel	56.8667	23.9
Left-choroid-plexus	46.7201	564.5
Right-Lateral-Ventricle	15.5878	10817.1
Right-Inf-Lat-Vent	32.0906	763.6
Right-Cerebellum-White-Matter	84.5726	16496.8
Right-Cerebellum-Cortex	55.8107	59859.4
Right-Thalamus	85.008	8176.5
Right-Caudate	71.1928	4103.5
Right-Putamen	82.2951	5371.8
Right-Pallidum	99.3189	2160.7
Right-Hippocampus	60.5659	4443.5
Right-Amygdala	61.001	1920.9
Right-Accumbens-area	69.1211	804.8
Right-VentralDC	91.502	4785.3
Right-vessel	60.2	10.4
Right-choroid-plexus	45.1471	730.9
5th-Ventricle	0.0	0.0
WM-hypointensities	67.4297	1239.3
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	74.695	171.2
CC_Posterior	99.3106	1003.5
CC_Mid_Posterior	90.7626	595.3
CC_Central	94.808	458.4
CC_Mid_Anterior	96.2521	566.8
CC_Anterior	100.7931	975.0
