name	volume	thickness	area	meancurv
Left-G_and_S_frontomargin	1357.0	2.093	604.0	0.123
Left-G_and_S_occipital_inf	2832.0	2.572	963.0	0.148
Left-G_and_S_paracentral	2328.0	2.398	802.0	0.09
Left-G_and_S_subcentral	3467.0	2.528	1210.0	0.122
Left-G_and_S_transv_frontopol	1799.0	2.545	594.0	0.167
Left-G_and_S_cingul-Ant	4530.0	2.688	1560.0	0.126
Left-G_and_S_cingul-Mid-Ant	2420.0	2.71	833.0	0.093
Left-G_and_S_cingul-Mid-Post	2454.0	2.844	840.0	0.102
Left-G_cingul-Post-dorsal	1295.0	2.937	337.0	0.149
Left-G_cingul-Post-ventral	508.0	2.48	152.0	0.132
Left-G_cuneus	2089.0	1.813	1022.0	0.135
Left-G_front_inf-Opercular	3860.0	2.752	1080.0	0.138
Left-G_front_inf-Orbital	1288.0	2.55	394.0	0.159
Left-G_front_inf-Triangul	2410.0	2.547	786.0	0.162
Left-G_front_middle	9430.0	2.437	3185.0	0.152
Left-G_front_sup	15790.0	2.68	5028.0	0.13
Left-G_Ins_lg_and_S_cent_ins	1340.0	3.161	383.0	0.098
Left-G_insular_short	2083.0	3.663	436.0	0.12
Left-G_occipital_middle	3335.0	2.23	1290.0	0.128
Left-G_occipital_sup	1711.0	2.01	794.0	0.146
Left-G_oc-temp_lat-fusifor	4237.0	2.914	1169.0	0.135
Left-G_oc-temp_med-Lingual	2817.0	1.797	1370.0	0.156
Left-G_oc-temp_med-Parahip	3295.0	3.074	784.0	0.117
Left-G_orbital	5527.0	2.531	1740.0	0.142
Left-G_pariet_inf-Angular	5170.0	2.687	1582.0	0.139
Left-G_pariet_inf-Supramar	6182.0	2.575	1980.0	0.131
Left-G_parietal_sup	5565.0	2.29	1988.0	0.116
Left-G_postcentral	3123.0	2.132	1209.0	0.114
Left-G_precentral	4996.0	2.743	1421.0	0.117
Left-G_precuneus	6537.0	2.502	2120.0	0.119
Left-G_rectus	2176.0	2.766	586.0	0.141
Left-G_subcallosal	1016.0	2.247	446.0	0.134
Left-G_temp_sup-G_T_transv	1400.0	2.394	456.0	0.145
Left-G_temp_sup-Lateral	4973.0	2.727	1282.0	0.14
Left-G_temp_sup-Plan_polar	1335.0	2.632	423.0	0.071
Left-G_temp_sup-Plan_tempo	1523.0	2.513	546.0	0.079
Left-G_temporal_inf	6304.0	2.727	1765.0	0.139
Left-G_temporal_middle	5875.0	2.623	1638.0	0.141
Left-Lat_Fis-ant-Horizont	627.0	2.52	267.0	0.106
Left-Lat_Fis-ant-Vertical	372.0	3.099	131.0	0.098
Left-Lat_Fis-post	1443.0	2.614	706.0	0.102
Left-Pole_occipital	2069.0	1.899	1007.0	0.137
Left-Pole_temporal	3606.0	2.84	939.0	0.149
Left-S_calcarine	1731.0	1.809	1148.0	0.125
Left-S_central	3210.0	2.002	1816.0	0.089
Left-S_cingul-Marginalis	1528.0	2.27	727.0	0.078
Left-S_circular_insula_ant	991.0	2.973	391.0	0.083
Left-S_circular_insula_inf	2032.0	2.748	888.0	0.084
Left-S_circular_insula_sup	2387.0	2.702	1098.0	0.097
Left-S_collat_transv_ant	1591.0	2.736	614.0	0.118
Left-S_collat_transv_post	539.0	1.766	355.0	0.128
Left-S_front_inf	2568.0	2.251	1289.0	0.12
Left-S_front_middle	1864.0	2.1	916.0	0.117
Left-S_front_sup	4878.0	2.516	2065.0	0.105
Left-S_interm_prim-Jensen	380.0	2.415	176.0	0.088
Left-S_intrapariet_and_P_trans	4093.0	2.249	2064.0	0.104
Left-S_oc_middle_and_Lunatus	698.0	1.875	404.0	0.11
Left-S_oc_sup_and_transversal	1474.0	1.954	847.0	0.121
Left-S_occipital_ant	669.0	1.852	377.0	0.091
Left-S_oc-temp_lat	1346.0	2.466	626.0	0.113
Left-S_oc-temp_med_and_Lingual	2800.0	2.349	1327.0	0.098
Left-S_orbital_lateral	385.0	1.906	233.0	0.107
Left-S_orbital_med-olfact	864.0	2.56	411.0	0.112
Left-S_orbital-H_Shaped	1930.0	2.254	837.0	0.114
Left-S_parieto_occipital	2720.0	2.306	1376.0	0.12
Left-S_pericallosal	1217.0	1.634	936.0	0.126
Left-S_postcentral	3593.0	2.082	1828.0	0.115
Left-S_precentral-inf-part	1985.0	2.477	962.0	0.105
Left-S_precentral-sup-part	1704.0	2.563	799.0	0.086
Left-S_suborbital	745.0	2.064	439.0	0.101
Left-S_subparietal	1316.0	2.38	641.0	0.094
Left-S_temporal_inf	2195.0	2.285	1107.0	0.114
Left-S_temporal_sup	7593.0	2.344	3508.0	0.105
Left-S_temporal_transverse	554.0	1.95	339.0	0.095
