name	volume	thickness	area	meancurv
Left-bankssts	2184.0	2.521	941.0	0.099
Left-caudalanteriorcingulate	1825.0	2.55	645.0	0.132
Left-caudalmiddlefrontal	5379.0	2.469	2066.0	0.106
Left-cuneus	3022.0	1.922	1500.0	0.135
Left-entorhinal	2539.0	3.475	508.0	0.116
Left-fusiform	8926.0	2.569	3017.0	0.127
Left-inferiorparietal	12287.0	2.416	4748.0	0.124
Left-inferiortemporal	10708.0	2.771	3279.0	0.113
Left-isthmuscingulate	2242.0	2.167	947.0	0.118
Left-lateraloccipital	13507.0	2.109	5920.0	0.135
Left-lateralorbitofrontal	8132.0	2.577	2804.0	0.122
Left-lingual	5725.0	1.851	2964.0	0.125
Left-medialorbitofrontal	5509.0	2.477	2013.0	0.121
Left-middletemporal	9949.0	2.74	3012.0	0.13
Left-parahippocampal	2106.0	2.972	577.0	0.104
Left-paracentral	3177.0	2.527	1184.0	0.097
Left-parsopercularis	4472.0	2.51	1613.0	0.111
Left-parsorbitalis	2284.0	2.47	714.0	0.155
Left-parstriangularis	2945.0	2.196	1252.0	0.126
Left-pericalcarine	1766.0	1.632	1241.0	0.126
Left-postcentral	8882.0	2.018	3997.0	0.106
Left-posteriorcingulate	2848.0	2.181	1236.0	0.13
Left-precentral	11456.0	2.489	4294.0	0.096
Left-precuneus	8996.0	2.495	3462.0	0.111
Left-rostralanteriorcingulate	2174.0	2.531	758.0	0.118
Left-rostralmiddlefrontal	14406.0	2.34	5573.0	0.14
Left-superiorfrontal	22367.0	2.642	7529.0	0.115
Left-superiorparietal	12640.0	2.046	5803.0	0.119
Left-superiortemporal	12105.0	2.745	3801.0	0.106
Left-supramarginal	10711.0	2.456	4119.0	0.127
Left-frontalpole	762.0	2.153	278.0	0.163
Left-temporalpole	2612.0	3.501	513.0	0.128
Left-transversetemporal	1212.0	2.496	448.0	0.131
Left-insula	6744.0	3.141	2099.0	0.092
