name	volume	thickness	area	meancurv
Left-G_and_S_frontomargin	2252.0	2.184	941.0	0.135
Left-G_and_S_occipital_inf	4147.0	2.463	1404.0	0.134
Left-G_and_S_paracentral	2561.0	2.313	931.0	0.11
Left-G_and_S_subcentral	3465.0	2.649	1141.0	0.127
Left-G_and_S_transv_frontopol	1856.0	2.171	703.0	0.161
Left-G_and_S_cingul-Ant	4691.0	2.712	1615.0	0.122
Left-G_and_S_cingul-Mid-Ant	2308.0	2.717	871.0	0.116
Left-G_and_S_cingul-Mid-Post	2559.0	2.427	1015.0	0.125
Left-G_cingul-Post-dorsal	1284.0	2.83	338.0	0.135
Left-G_cingul-Post-ventral	535.0	2.344	172.0	0.117
Left-G_cuneus	2797.0	1.848	1361.0	0.146
Left-G_front_inf-Opercular	3093.0	2.575	965.0	0.122
Left-G_front_inf-Orbital	969.0	2.59	279.0	0.158
Left-G_front_inf-Triangul	2299.0	2.452	753.0	0.145
Left-G_front_middle	9647.0	2.5	3184.0	0.146
Left-G_front_sup	17604.0	2.809	5073.0	0.119
Left-G_Ins_lg_and_S_cent_ins	1357.0	3.432	381.0	0.082
Left-G_insular_short	2486.0	3.639	500.0	0.111
Left-G_occipital_middle	5460.0	2.298	1980.0	0.144
Left-G_occipital_sup	2351.0	1.901	1126.0	0.13
Left-G_oc-temp_lat-fusifor	4265.0	2.553	1329.0	0.128
Left-G_oc-temp_med-Lingual	4323.0	1.895	2022.0	0.149
Left-G_oc-temp_med-Parahip	4358.0	3.218	946.0	0.12
Left-G_orbital	6160.0	2.741	1756.0	0.136
Left-G_pariet_inf-Angular	5912.0	2.479	1981.0	0.129
Left-G_pariet_inf-Supramar	6596.0	2.498	2233.0	0.13
Left-G_parietal_sup	6180.0	2.092	2568.0	0.125
Left-G_postcentral	3690.0	2.049	1505.0	0.117
Left-G_precentral	5158.0	2.626	1580.0	0.105
Left-G_precuneus	5612.0	2.662	1702.0	0.133
Left-G_rectus	2132.0	2.453	712.0	0.129
Left-G_subcallosal	1081.0	2.446	437.0	0.113
Left-G_temp_sup-G_T_transv	1236.0	2.652	376.0	0.15
Left-G_temp_sup-Lateral	5417.0	2.929	1334.0	0.143
Left-G_temp_sup-Plan_polar	1855.0	3.538	427.0	0.071
Left-G_temp_sup-Plan_tempo	1661.0	2.538	603.0	0.087
Left-G_temporal_inf	7101.0	2.901	1925.0	0.14
Left-G_temporal_middle	6526.0	2.918	1613.0	0.142
Left-Lat_Fis-ant-Horizont	277.0	1.795	182.0	0.096
Left-Lat_Fis-ant-Vertical	505.0	2.558	219.0	0.13
Left-Lat_Fis-post	1286.0	2.698	625.0	0.105
Left-Pole_occipital	2945.0	1.852	1436.0	0.139
Left-Pole_temporal	5842.0	3.21	1214.0	0.14
Left-S_calcarine	2588.0	1.719	1733.0	0.108
Left-S_central	2934.0	1.844	1785.0	0.088
Left-S_cingul-Marginalis	1274.0	2.273	656.0	0.101
Left-S_circular_insula_ant	682.0	2.919	280.0	0.093
Left-S_circular_insula_inf	2098.0	3.021	868.0	0.077
Left-S_circular_insula_sup	2276.0	2.504	1124.0	0.091
Left-S_collat_transv_ant	1885.0	2.585	845.0	0.091
Left-S_collat_transv_post	652.0	1.999	386.0	0.129
Left-S_front_inf	3161.0	2.255	1453.0	0.107
Left-S_front_middle	1349.0	2.077	709.0	0.12
Left-S_front_sup	4290.0	2.295	2032.0	0.1
Left-S_interm_prim-Jensen	463.0	2.652	201.0	0.139
Left-S_intrapariet_and_P_trans	3532.0	2.113	1888.0	0.11
Left-S_oc_middle_and_Lunatus	1554.0	1.88	1037.0	0.127
Left-S_oc_sup_and_transversal	1574.0	2.001	863.0	0.11
Left-S_occipital_ant	1136.0	2.428	592.0	0.098
Left-S_oc-temp_lat	695.0	2.495	309.0	0.113
Left-S_oc-temp_med_and_Lingual	2393.0	2.252	1145.0	0.095
Left-S_orbital_lateral	393.0	1.887	214.0	0.119
Left-S_orbital_med-olfact	973.0	2.038	559.0	0.092
Left-S_orbital-H_Shaped	2536.0	2.453	990.0	0.123
Left-S_parieto_occipital	2806.0	2.355	1339.0	0.094
Left-S_pericallosal	1088.0	1.592	856.0	0.114
Left-S_postcentral	3213.0	2.054	1770.0	0.107
Left-S_precentral-inf-part	2042.0	2.549	941.0	0.09
Left-S_precentral-sup-part	1516.0	2.422	729.0	0.089
Left-S_suborbital	972.0	2.449	421.0	0.124
Left-S_subparietal	1335.0	2.348	671.0	0.108
Left-S_temporal_inf	2208.0	2.38	1087.0	0.102
Left-S_temporal_sup	8559.0	2.493	3612.0	0.101
Left-S_temporal_transverse	583.0	2.214	305.0	0.114
