name	intensity-avg	volume
Left-Lateral-Ventricle	16.0997	8616.0
Left-Inf-Lat-Vent	37.8955	170.7
Left-Cerebellum-White-Matter	85.817	13534.9
Left-Cerebellum-Cortex	54.1997	55875.1
Left-Thalamus	82.6282	7658.2
Left-Caudate	64.2606	3551.3
Left-Putamen	76.5908	6098.8
Left-Pallidum	96.4704	2324.0
3rd-Ventricle	31.5517	718.9
4th-Ventricle	19.5201	1136.1
Brain-Stem	83.5145	19702.9
Left-Hippocampus	59.1024	4479.5
Left-Amygdala	59.1573	2023.6
CSF	33.3484	802.8
Left-Accumbens-area	63.2836	882.5
Left-VentralDC	91.3852	3887.8
Left-vessel	55.8333	46.6
Left-choroid-plexus	45.1763	523.0
Right-Lateral-Ventricle	18.7853	5484.8
Right-Inf-Lat-Vent	45.2212	142.2
Right-Cerebellum-White-Matter	83.1507	14027.6
Right-Cerebellum-Cortex	50.2593	54955.2
Right-Thalamus	80.3794	7927.7
Right-Caudate	62.2598	3943.6
Right-Putamen	74.4755	6257.4
Right-Pallidum	93.5635	2281.0
Right-Hippocampus	56.7653	4186.0
Right-Amygdala	59.723	2174.2
Right-Accumbens-area	63.0903	968.1
Right-VentralDC	90.329	3949.9
Right-vessel	55.25	19.6
Right-choroid-plexus	43.9349	593.2
5th-Ventricle	0.0	0.0
WM-hypointensities	68.9836	1701.0
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	66.7263	117.4
CC_Posterior	100.7841	1053.4
CC_Mid_Posterior	89.8712	756.5
CC_Central	94.5774	532.0
CC_Mid_Anterior	93.2443	674.4
CC_Anterior	102.7736	939.0
