name	volume	thickness	area	meancurv
Left-G_and_S_frontomargin	3495.0	2.324	1335.0	0.157
Left-G_and_S_occipital_inf	3872.0	2.606	1265.0	0.127
Left-G_and_S_paracentral	2947.0	2.433	1064.0	0.109
Left-G_and_S_subcentral	3514.0	2.897	1064.0	0.114
Left-G_and_S_transv_frontopol	2739.0	2.535	797.0	0.15
Left-G_and_S_cingul-Ant	4827.0	2.683	1662.0	0.117
Left-G_and_S_cingul-Mid-Ant	2881.0	2.883	962.0	0.121
Left-G_and_S_cingul-Mid-Post	2726.0	2.726	977.0	0.095
Left-G_cingul-Post-dorsal	1456.0	3.177	348.0	0.135
Left-G_cingul-Post-ventral	739.0	2.538	237.0	0.11
Left-G_cuneus	3725.0	1.819	1914.0	0.155
Left-G_front_inf-Opercular	3234.0	2.76	910.0	0.114
Left-G_front_inf-Orbital	1432.0	2.849	338.0	0.12
Left-G_front_inf-Triangul	3449.0	2.699	1040.0	0.141
Left-G_front_middle	13494.0	2.606	4118.0	0.133
Left-G_front_sup	20575.0	3.106	5560.0	0.132
Left-G_Ins_lg_and_S_cent_ins	1624.0	3.503	409.0	0.125
Left-G_insular_short	2427.0	3.366	531.0	0.151
Left-G_occipital_middle	4584.0	2.495	1585.0	0.142
Left-G_occipital_sup	2162.0	2.247	921.0	0.138
Left-G_oc-temp_lat-fusifor	4457.0	2.967	1146.0	0.143
Left-G_oc-temp_med-Lingual	5785.0	2.081	2529.0	0.145
Left-G_oc-temp_med-Parahip	3514.0	3.179	792.0	0.088
Left-G_orbital	7101.0	2.861	1890.0	0.135
Left-G_pariet_inf-Angular	5916.0	2.793	1671.0	0.119
Left-G_pariet_inf-Supramar	7528.0	2.85	2157.0	0.127
Left-G_parietal_sup	4841.0	2.387	1653.0	0.112
Left-G_postcentral	3906.0	2.211	1487.0	0.12
Left-G_precentral	8231.0	2.877	2289.0	0.093
Left-G_precuneus	4308.0	2.52	1314.0	0.119
Left-G_rectus	2921.0	2.928	779.0	0.154
Left-G_subcallosal	919.0	2.589	328.0	0.121
Left-G_temp_sup-G_T_transv	1436.0	2.494	460.0	0.09
Left-G_temp_sup-Lateral	6664.0	3.293	1403.0	0.133
Left-G_temp_sup-Plan_polar	2170.0	3.602	516.0	0.075
Left-G_temp_sup-Plan_tempo	2137.0	2.586	754.0	0.079
Left-G_temporal_inf	7252.0	2.977	1829.0	0.133
Left-G_temporal_middle	7724.0	3.19	1677.0	0.127
Left-Lat_Fis-ant-Horizont	359.0	1.899	225.0	0.08
Left-Lat_Fis-ant-Vertical	522.0	2.865	239.0	0.109
Left-Lat_Fis-post	1676.0	2.635	840.0	0.095
Left-Pole_occipital	4285.0	2.059	1891.0	0.155
Left-Pole_temporal	5731.0	3.395	1191.0	0.151
Left-S_calcarine	3374.0	1.914	2057.0	0.111
Left-S_central	3711.0	1.995	2128.0	0.084
Left-S_cingul-Marginalis	1529.0	2.247	788.0	0.088
Left-S_circular_insula_ant	668.0	2.945	263.0	0.082
Left-S_circular_insula_inf	2431.0	3.027	945.0	0.078
Left-S_circular_insula_sup	2395.0	2.841	1052.0	0.098
Left-S_collat_transv_ant	1257.0	2.794	544.0	0.093
Left-S_collat_transv_post	1065.0	2.21	594.0	0.119
Left-S_front_inf	3797.0	2.274	1793.0	0.104
Left-S_front_middle	2664.0	2.193	1264.0	0.118
Left-S_front_sup	5994.0	2.416	2498.0	0.105
Left-S_interm_prim-Jensen	633.0	2.463	301.0	0.09
Left-S_intrapariet_and_P_trans	3351.0	2.197	1784.0	0.095
Left-S_oc_middle_and_Lunatus	1713.0	2.181	888.0	0.117
Left-S_oc_sup_and_transversal	1384.0	2.189	574.0	0.116
Left-S_occipital_ant	704.0	2.377	294.0	0.098
Left-S_oc-temp_lat	1398.0	2.702	640.0	0.099
Left-S_oc-temp_med_and_Lingual	4217.0	2.779	1693.0	0.101
Left-S_orbital_lateral	531.0	2.199	281.0	0.126
Left-S_orbital_med-olfact	874.0	2.554	376.0	0.108
Left-S_orbital-H_Shaped	2824.0	2.554	1118.0	0.123
Left-S_parieto_occipital	2723.0	2.465	1273.0	0.116
Left-S_pericallosal	1485.0	1.88	912.0	0.12
Left-S_postcentral	3594.0	2.062	1773.0	0.095
Left-S_precentral-inf-part	2572.0	2.57	1156.0	0.088
Left-S_precentral-sup-part	2954.0	2.58	1315.0	0.09
Left-S_suborbital	1492.0	2.675	573.0	0.137
Left-S_subparietal	1287.0	2.438	589.0	0.128
Left-S_temporal_inf	2110.0	2.311	1062.0	0.104
Left-S_temporal_sup	8237.0	2.459	3639.0	0.091
Left-S_temporal_transverse	500.0	2.123	305.0	0.1
