name	intensity-avg	volume
Left-Lateral-Ventricle	20.7591	4494.6
Left-Inf-Lat-Vent	44.6724	159.6
Left-Cerebellum-White-Matter	83.831	13867.7
Left-Cerebellum-Cortex	54.5457	57439.0
Left-Thalamus	80.9462	6858.6
Left-Caudate	69.2104	3496.6
Left-Putamen	79.2162	5048.8
Left-Pallidum	97.7995	1899.2
3rd-Ventricle	32.6513	629.1
4th-Ventricle	21.3633	1293.8
Brain-Stem	82.8516	19851.3
Left-Hippocampus	59.4139	4206.9
Left-Amygdala	57.9523	1627.1
CSF	31.7635	569.9
Left-Accumbens-area	65.3808	750.7
Left-VentralDC	90.0568	3863.3
Left-vessel	56.2941	25.4
Left-choroid-plexus	49.3741	317.8
Right-Lateral-Ventricle	20.8352	4254.1
Right-Inf-Lat-Vent	38.8793	162.5
Right-Cerebellum-White-Matter	82.3555	13627.9
Right-Cerebellum-Cortex	53.2476	55753.3
Right-Thalamus	81.4663	6794.6
Right-Caudate	68.575	3761.1
Right-Putamen	78.6098	5336.1
Right-Pallidum	98.9706	1668.3
Right-Hippocampus	57.7692	4337.7
Right-Amygdala	55.9109	1688.0
Right-Accumbens-area	66.8698	688.4
Right-VentralDC	88.8095	3750.5
Right-vessel	60.0	1.6
Right-choroid-plexus	48.2345	510.2
5th-Ventricle	0.0	0.0
WM-hypointensities	72.0086	2001.5
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	69.913	150.2
CC_Posterior	100.7442	952.4
CC_Mid_Posterior	97.0524	715.3
CC_Central	93.2159	913.3
CC_Mid_Anterior	96.2817	820.5
CC_Anterior	104.3612	905.3
