name	volume	thickness	area	meancurv
Left-bankssts	2461.0	2.343	1137.0	0.102
Left-caudalanteriorcingulate	1620.0	2.437	622.0	0.105
Left-caudalmiddlefrontal	6891.0	2.444	2718.0	0.118
Left-cuneus	2852.0	1.777	1609.0	0.148
Left-entorhinal	2034.0	2.67	508.0	0.108
Left-fusiform	10623.0	2.618	3473.0	0.114
Left-inferiorparietal	12493.0	2.521	4500.0	0.112
Left-inferiortemporal	10423.0	2.693	3386.0	0.122
Left-isthmuscingulate	2488.0	2.427	933.0	0.126
Left-lateraloccipital	11859.0	1.985	5644.0	0.131
Left-lateralorbitofrontal	8728.0	2.726	2873.0	0.124
Left-lingual	8831.0	2.19	3678.0	0.134
Left-medialorbitofrontal	5861.0	2.487	2100.0	0.114
Left-middletemporal	10382.0	2.683	3162.0	0.118
Left-parahippocampal	1985.0	2.632	664.0	0.079
Left-paracentral	5129.0	2.524	1899.0	0.106
Left-parsopercularis	4996.0	2.704	1643.0	0.113
Left-parsorbitalis	2550.0	2.465	858.0	0.133
Left-parstriangularis	4019.0	2.395	1534.0	0.102
Left-pericalcarine	1938.0	1.728	1317.0	0.135
Left-postcentral	10894.0	2.17	4409.0	0.105
Left-posteriorcingulate	3567.0	2.667	1228.0	0.117
Left-precentral	13945.0	2.516	5117.0	0.101
Left-precuneus	10605.0	2.502	4060.0	0.122
Left-rostralanteriorcingulate	3338.0	2.698	1040.0	0.113
Left-rostralmiddlefrontal	18148.0	2.34	7057.0	0.128
Left-superiorfrontal	26455.0	2.605	9283.0	0.111
Left-superiorparietal	13081.0	2.218	5594.0	0.119
Left-superiortemporal	12225.0	2.607	4255.0	0.102
Left-supramarginal	10260.0	2.61	3673.0	0.124
Left-frontalpole	990.0	2.49	312.0	0.171
Left-temporalpole	2051.0	2.849	535.0	0.131
Left-transversetemporal	1614.0	2.186	652.0	0.12
Left-insula	7790.0	3.084	2421.0	0.1
