name	intensity-avg	volume
Left-Lateral-Ventricle	15.7149	13031.5
Left-Inf-Lat-Vent	42.7374	233.3
Left-Cerebellum-White-Matter	82.9861	15445.5
Left-Cerebellum-Cortex	53.7728	61518.6
Left-Thalamus	83.8605	7578.4
Left-Caudate	68.8576	4136.3
Left-Putamen	78.8305	5424.0
Left-Pallidum	96.8577	2082.4
3rd-Ventricle	21.5472	1867.0
4th-Ventricle	18.1805	3344.1
Brain-Stem	83.2565	21416.2
Left-Hippocampus	59.8007	4673.1
Left-Amygdala	60.4416	1924.3
CSF	31.1398	1275.9
Left-Accumbens-area	64.4291	813.3
Left-VentralDC	89.4607	4341.7
Left-vessel	58.6667	7.2
Left-choroid-plexus	47.0583	733.1
Right-Lateral-Ventricle	15.0162	11571.5
Right-Inf-Lat-Vent	41.0617	383.6
Right-Cerebellum-White-Matter	85.8785	14474.2
Right-Cerebellum-Cortex	55.2278	61689.0
Right-Thalamus	84.7236	7551.1
Right-Caudate	68.259	4299.9
Right-Putamen	79.9117	5414.7
Right-Pallidum	98.5617	1880.7
Right-Hippocampus	60.33	4545.3
Right-Amygdala	60.7382	1933.7
Right-Accumbens-area	66.426	817.1
Right-VentralDC	90.253	4143.9
Right-vessel	0.0	0.0
Right-choroid-plexus	49.1526	834.8
5th-Ventricle	0.0	0.0
WM-hypointensities	68.9298	1233.0
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	61.6596	96.7
CC_Posterior	100.0454	1193.4
CC_Mid_Posterior	87.7245	664.5
CC_Central	96.2668	524.7
CC_Mid_Anterior	96.3344	563.2
CC_Anterior	99.2151	1140.7
