onset	duration	sub_id	trial_type	vigtext	cond_id	vig_id
7.934779500000104	7.920963999999685	sub-04	fairness	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	fairness11	55
17.309627499999806	7.926773099999991	sub-04	liberty	You see a teacher ordering a student to get a normal haircut before coming to class.	liberty13	72
29.568908199999896	7.922932500000115	sub-04	fairness	You see a woman getting hired only because her father is close friends with the boss.	fairness09	53
40.38459190000003	7.924040899999909	sub-04	liberty	You see a man forbidding his wife to wear clothing that he has not first approved.	liberty07	66
51.201315299999806	7.924147799999901	sub-04	fairness	You see a politician using federal tax dollars to build an extension on his home.	fairness15	59
63.46199290000004	7.921893899999759	sub-04	social_norms	You see someone at the school gym lifting free weights in nice business clothes.	social_norms06	110
72.8356361000001	7.921219999999721	sub-04	care_physical	You see a boy placing a thumbtack sticking up on the chair of another student.	care_physical11	40
83.6468405999999	7.925511699999788	sub-04	sanctity	You see a man in a bar using his phone to watch people having sex with animals.	sanctity05	94
94.4641873999999	7.920153500000197	sub-04	authority	You see a star player ignoring her coach's order to come to the bench during a game.	authority15	14
105.28087860000004	7.920284300000048	sub-04	care_emotional	You see a man loudly telling his wife that the dinner she cooked tastes awful.	care_emotional10	24
116.09349969999994	7.924472300000161	sub-04	care_emotional	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	care_emotional07	21
126.91200200000004	7.925716400000056	sub-04	loyalty	You see a former US General saying publicly he would never buy any American product.	loyalty03	77
136.2945434999997	7.929090800000267	sub-04	social_norms	You see a woman drinking her entire cup of coffee using a stirring spoon.	social_norms03	107
145.6773972000001	7.926146399999425	sub-04	care_physical	You see a woman swerving her car in order to intentionally run over a squirrel.	care_physical01	30
155.0536022000001	7.920128599999998	sub-04	authority	You see a man turn his back and walk away while his boss questions his work.	authority13	12
165.86473209999986	7.920583699999952	sub-04	liberty	You see a manager coercing her employees into eating at her brother's diner.	liberty04	63
176.6778744999997	7.924127400000088	sub-04	loyalty	You see a man leaving his family business to go work for their main competitor.	loyalty06	80
187.4966197999995	7.922306800000342	sub-04	care_emotional	You see a girl laughing at another student forgetting her lines at a school play.	care_emotional02	16
196.8704385000001	7.927881500000012	sub-04	care_physical	You see a zoo trainer jabbing a dolphin to get it to entertain the customers.	care_physical04	33
206.2530345	7.924343399999998	sub-04	social_norms	You see a woman eating dessert before her main entree arrives on the table.	social_norms04	108
215.63177959999985	7.920840000000226	sub-04	care_emotional	You see a man quickly canceling a blind date as soon as he sees the woman.	care_emotional04	18
225.00364839999952	7.921276300000272	sub-04	authority	You see a teaching assistant talking back to the teacher in front of the classroom.	authority10	9
234.3792761	7.920450099999925	sub-04	loyalty	You see an employee joking with competitors about how bad his company did last year.	loyalty01	75
245.1986647000001	7.92625469999939	sub-04	care_physical	You see someone leaving his dog outside in the rain after it dug in the trash.	care_physical03	32
254.5786312	7.927548899999692	sub-04	care_physical	You see a boy setting a series of traps to kill stray cats in his neighborhood.	care_physical08	37
265.39542859999983	7.92177700000002	sub-04	fairness	You see a soccer player pretending to be seriously fouled by an opposing player.	fairness04	48
277.6454390999995	7.925136400000383	sub-04	sanctity	You see a story about a remote tribe eating the flesh of their deceased members.	sanctity11	100
289.9056129999999	7.92788070000006	sub-04	sanctity	You see a drunk elderly man offering to have oral sex with anyone in the bar.	sanctity03	92
299.2871818000001	7.921941699999706	sub-04	sanctity	You see a teenager urinating in the wave pool at a crowded amusement park.	sanctity04	93
310.0997026	7.925418199999967	sub-04	authority	You see a staff member talking loudly and interrupting the mayor's speech to the public.	authority11	10
320.9185220999998	7.927203900000222	sub-04	loyalty	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	loyalty10	84
330.3037654999998	7.9284560999999485	sub-04	social_norms	You see a woman answering a phone call with the word goodbye instead of hello.	social_norms15	119
339.68770959999983	7.924939699999868	sub-04	social_norms	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	social_norms14	118
351.9505406999997	7.924105700000382	sub-04	sanctity	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	sanctity09	98
361.3304244000001	7.92413160000001	sub-04	liberty	You see a man blocking his wife from leaving home or interacting with others.	liberty03	62
373.5836492999997	7.932482200000322	sub-04	authority	You see a teenage girl coming home late and ignoring her parents' strict curfew.	authority05	4
384.4071979	7.922712099999899	sub-04	liberty	You see a mayor trying to ban people from hugging and kissing in public in his city.	liberty15	74
395.2251698999999	7.927725399999645	sub-04	fairness	You see a student getting an A on a group project when he didn't do his part.	fairness07	51
406.0470623000001	7.92740589999994	sub-04	loyalty	You see a mayor saying that the neighboring town is a much better town.	loyalty04	78
418.30765470000006	7.922611700000061	sub-04	care_emotional	You see a man telling a woman that her painting looks like it was done by children.	care_emotional11	25
