name	intensity-avg	volume
Left-Lateral-Ventricle	15.393	11103.0
Left-Inf-Lat-Vent	40.7868	465.6
Left-Cerebellum-White-Matter	83.1931	14345.1
Left-Cerebellum-Cortex	55.0141	52027.2
Left-Thalamus	83.7989	6464.9
Left-Caudate	71.2887	2961.8
Left-Putamen	80.0632	4486.4
Left-Pallidum	97.8381	1796.4
3rd-Ventricle	29.9313	939.5
4th-Ventricle	19.9703	1545.1
Brain-Stem	80.9998	20060.6
Left-Hippocampus	60.48	4679.3
Left-Amygdala	58.6515	1820.6
CSF	37.4304	972.7
Left-Accumbens-area	65.9949	566.9
Left-VentralDC	87.8133	3637.5
Left-vessel	59.4545	19.9
Left-choroid-plexus	46.1861	450.0
Right-Lateral-Ventricle	18.7798	7865.2
Right-Inf-Lat-Vent	34.8743	467.9
Right-Cerebellum-White-Matter	83.8996	13723.1
Right-Cerebellum-Cortex	54.3569	51126.4
Right-Thalamus	83.9726	6271.1
Right-Caudate	69.7909	3067.0
Right-Putamen	79.8549	4526.6
Right-Pallidum	97.6189	1874.5
Right-Hippocampus	60.7133	4583.2
Right-Amygdala	59.2603	1990.6
Right-Accumbens-area	66.7811	639.3
Right-VentralDC	87.9006	3544.3
Right-vessel	53.4737	37.7
Right-choroid-plexus	46.425	636.3
5th-Ventricle	0.0	0.0
WM-hypointensities	68.5906	1368.2
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	64.2773	137.8
CC_Posterior	103.1279	1148.5
CC_Mid_Posterior	89.7056	644.1
CC_Central	99.0092	506.4
CC_Mid_Anterior	97.554	532.7
CC_Anterior	99.757	1128.3
