name	volume	thickness	area	meancurv
Left-bankssts	2635.0	2.679	1050.0	0.095
Left-caudalanteriorcingulate	1488.0	2.497	548.0	0.118
Left-caudalmiddlefrontal	5515.0	2.658	1930.0	0.107
Left-cuneus	2132.0	1.554	1381.0	0.127
Left-entorhinal	1810.0	3.125	454.0	0.11
Left-fusiform	9525.0	2.808	2898.0	0.121
Left-inferiorparietal	12999.0	2.477	4774.0	0.116
Left-inferiortemporal	10533.0	2.749	3224.0	0.123
Left-isthmuscingulate	2205.0	2.624	749.0	0.115
Left-lateraloccipital	10668.0	2.007	5130.0	0.132
Left-lateralorbitofrontal	8028.0	2.857	2536.0	0.13
Left-lingual	6044.0	2.037	2861.0	0.14
Left-medialorbitofrontal	5393.0	2.684	1784.0	0.112
Left-middletemporal	9838.0	2.809	2880.0	0.118
Left-parahippocampal	2243.0	2.837	639.0	0.089
Left-paracentral	3284.0	2.216	1455.0	0.103
Left-parsopercularis	4858.0	2.653	1609.0	0.105
Left-parsorbitalis	2690.0	2.632	740.0	0.141
Left-parstriangularis	3093.0	2.324	1193.0	0.106
Left-pericalcarine	1440.0	1.536	1055.0	0.124
Left-postcentral	8953.0	2.07	3908.0	0.104
Left-posteriorcingulate	2959.0	2.558	1041.0	0.115
Left-precentral	11202.0	2.667	3903.0	0.103
Left-precuneus	10226.0	2.453	4012.0	0.115
Left-rostralanteriorcingulate	2772.0	3.127	772.0	0.121
Left-rostralmiddlefrontal	14084.0	2.406	4902.0	0.139
Left-superiorfrontal	22835.0	2.684	7398.0	0.114
Left-superiorparietal	12904.0	2.042	5834.0	0.111
Left-superiortemporal	12753.0	2.836	3837.0	0.096
Left-supramarginal	13292.0	2.612	4636.0	0.127
Left-frontalpole	961.0	2.502	265.0	0.147
Left-temporalpole	2612.0	3.282	555.0	0.161
Left-transversetemporal	1305.0	2.749	437.0	0.106
Left-insula	7486.0	3.549	1993.0	0.092
