name	volume	thickness	area	meancurv
Left-G_and_S_frontomargin	1566.0	2.257	671.0	0.131
Left-G_and_S_occipital_inf	2529.0	2.208	1060.0	0.133
Left-G_and_S_paracentral	2040.0	2.049	895.0	0.115
Left-G_and_S_subcentral	2627.0	2.659	880.0	0.135
Left-G_and_S_transv_frontopol	1674.0	2.581	472.0	0.138
Left-G_and_S_cingul-Ant	4244.0	3.132	1326.0	0.12
Left-G_and_S_cingul-Mid-Ant	1751.0	2.709	659.0	0.109
Left-G_and_S_cingul-Mid-Post	2084.0	2.772	752.0	0.097
Left-G_cingul-Post-dorsal	1292.0	3.127	306.0	0.129
Left-G_cingul-Post-ventral	553.0	2.648	158.0	0.127
Left-G_cuneus	2461.0	1.67	1373.0	0.149
Left-G_front_inf-Opercular	2687.0	2.74	744.0	0.124
Left-G_front_inf-Orbital	821.0	2.633	223.0	0.127
Left-G_front_inf-Triangul	2248.0	2.566	693.0	0.14
Left-G_front_middle	8213.0	2.594	2472.0	0.138
Left-G_front_sup	14572.0	2.878	4173.0	0.127
Left-G_Ins_lg_and_S_cent_ins	1541.0	3.541	431.0	0.136
Left-G_insular_short	2379.0	3.486	518.0	0.129
Left-G_occipital_middle	3661.0	2.256	1337.0	0.146
Left-G_occipital_sup	1829.0	1.824	904.0	0.135
Left-G_oc-temp_lat-fusifor	3954.0	2.426	1386.0	0.13
Left-G_oc-temp_med-Lingual	3453.0	1.945	1580.0	0.153
Left-G_oc-temp_med-Parahip	2603.0	2.864	648.0	0.085
Left-G_orbital	5088.0	2.798	1460.0	0.157
Left-G_pariet_inf-Angular	5471.0	2.575	1648.0	0.142
Left-G_pariet_inf-Supramar	5055.0	2.604	1675.0	0.127
Left-G_parietal_sup	5601.0	2.216	2062.0	0.121
Left-G_postcentral	2866.0	1.992	1203.0	0.122
Left-G_precentral	5149.0	2.601	1585.0	0.116
Left-G_precuneus	5485.0	2.496	1766.0	0.133
Left-G_rectus	2392.0	2.652	674.0	0.115
Left-G_subcallosal	767.0	2.654	283.0	0.139
Left-G_temp_sup-G_T_transv	933.0	2.382	326.0	0.108
Left-G_temp_sup-Lateral	4580.0	2.805	1163.0	0.128
Left-G_temp_sup-Plan_polar	1449.0	3.262	381.0	0.063
Left-G_temp_sup-Plan_tempo	2867.0	2.503	1057.0	0.105
Left-G_temporal_inf	4915.0	2.68	1477.0	0.156
Left-G_temporal_middle	7062.0	2.763	1832.0	0.139
Left-Lat_Fis-ant-Horizont	358.0	2.803	170.0	0.102
Left-Lat_Fis-ant-Vertical	333.0	2.304	165.0	0.09
Left-Lat_Fis-post	1467.0	2.7	688.0	0.103
Left-Pole_occipital	2598.0	1.789	1350.0	0.139
Left-Pole_temporal	4981.0	3.298	974.0	0.142
Left-S_calcarine	1820.0	1.764	1197.0	0.12
Left-S_central	2757.0	1.861	1731.0	0.086
Left-S_cingul-Marginalis	1062.0	2.182	551.0	0.092
Left-S_circular_insula_ant	730.0	2.754	305.0	0.082
Left-S_circular_insula_inf	1726.0	2.735	775.0	0.071
Left-S_circular_insula_sup	1949.0	2.725	926.0	0.103
Left-S_collat_transv_ant	1113.0	2.922	472.0	0.093
Left-S_collat_transv_post	639.0	2.02	342.0	0.115
Left-S_front_inf	2519.0	2.335	1224.0	0.107
Left-S_front_middle	1554.0	2.351	736.0	0.104
Left-S_front_sup	4355.0	2.517	1832.0	0.105
Left-S_interm_prim-Jensen	509.0	2.454	257.0	0.105
Left-S_intrapariet_and_P_trans	3716.0	2.047	2066.0	0.089
Left-S_oc_middle_and_Lunatus	992.0	2.097	581.0	0.129
Left-S_oc_sup_and_transversal	1769.0	1.971	1039.0	0.105
Left-S_occipital_ant	512.0	2.133	290.0	0.121
Left-S_oc-temp_lat	1244.0	2.495	617.0	0.103
Left-S_oc-temp_med_and_Lingual	2833.0	2.521	1340.0	0.094
Left-S_orbital_lateral	365.0	2.261	163.0	0.145
Left-S_orbital_med-olfact	953.0	2.404	469.0	0.1
Left-S_orbital-H_Shaped	2154.0	2.797	724.0	0.113
Left-S_parieto_occipital	2284.0	2.477	1118.0	0.103
Left-S_pericallosal	885.0	1.75	627.0	0.117
Left-S_postcentral	3426.0	2.08	1798.0	0.095
Left-S_precentral-inf-part	2385.0	2.448	1106.0	0.098
Left-S_precentral-sup-part	1579.0	2.431	722.0	0.096
Left-S_suborbital	993.0	2.599	458.0	0.096
Left-S_subparietal	1785.0	2.528	779.0	0.109
Left-S_temporal_inf	1729.0	2.185	927.0	0.11
Left-S_temporal_sup	7958.0	2.371	3686.0	0.1
Left-S_temporal_transverse	512.0	2.442	272.0	0.121
