name	volume	thickness	area	meancurv
Left-bankssts	1920.0	2.761	790.0	0.067
Left-caudalanteriorcingulate	2132.0	2.675	634.0	0.113
Left-caudalmiddlefrontal	5596.0	2.578	2070.0	0.104
Left-cuneus	2602.0	1.788	1427.0	0.126
Left-entorhinal	1859.0	3.171	423.0	0.095
Left-fusiform	8917.0	2.887	2635.0	0.117
Left-inferiorparietal	14017.0	2.665	4826.0	0.107
Left-inferiortemporal	9434.0	2.79	2984.0	0.11
Left-isthmuscingulate	2040.0	2.446	801.0	0.124
Left-lateraloccipital	12497.0	2.121	5488.0	0.134
Left-lateralorbitofrontal	7887.0	2.747	2533.0	0.12
Left-lingual	5820.0	1.926	2961.0	0.137
Left-medialorbitofrontal	5402.0	2.651	1810.0	0.117
Left-middletemporal	11739.0	2.966	3138.0	0.125
Left-parahippocampal	2269.0	3.234	600.0	0.095
Left-paracentral	3892.0	2.616	1389.0	0.077
Left-parsopercularis	4218.0	2.632	1394.0	0.09
Left-parsorbitalis	2301.0	2.735	685.0	0.161
Left-parstriangularis	3724.0	2.588	1229.0	0.114
Left-pericalcarine	1562.0	1.493	1289.0	0.136
Left-postcentral	8269.0	2.075	3488.0	0.091
Left-posteriorcingulate	3430.0	2.612	1195.0	0.124
Left-precentral	12431.0	2.711	4259.0	0.098
Left-precuneus	9235.0	2.663	3327.0	0.107
Left-rostralanteriorcingulate	1825.0	2.561	582.0	0.123
Left-rostralmiddlefrontal	13294.0	2.38	4987.0	0.138
Left-superiorfrontal	22504.0	2.755	7041.0	0.115
Left-superiorparietal	11992.0	2.322	4817.0	0.106
Left-superiortemporal	10930.0	2.904	3263.0	0.094
Left-supramarginal	9811.0	2.703	3304.0	0.121
Left-frontalpole	821.0	2.489	247.0	0.153
Left-temporalpole	2498.0	3.386	482.0	0.134
Left-transversetemporal	964.0	2.819	335.0	0.121
Left-insula	6843.0	3.267	2035.0	0.096
