name	intensity-avg	volume
Left-wm-bankssts	98.4131	2678.8
Left-wm-caudalanteriorcingulate	104.6908	2634.1
Left-wm-caudalmiddlefrontal	99.0017	5822.9
Left-wm-cuneus	90.9067	2464.9
Left-wm-entorhinal	81.2385	973.0
Left-wm-fusiform	89.545	6153.5
Left-wm-inferiorparietal	97.4321	10932.0
Left-wm-inferiortemporal	89.531	6237.3
Left-wm-isthmuscingulate	100.3759	3168.4
Left-wm-lateraloccipital	89.1053	10970.7
Left-wm-lateralorbitofrontal	94.6331	6213.0
Left-wm-lingual	85.8361	5562.5
Left-wm-medialorbitofrontal	90.6277	3155.2
Left-wm-middletemporal	85.6393	4757.3
Left-wm-parahippocampal	88.2719	1671.8
Left-wm-paracentral	97.9114	4342.7
Left-wm-parsopercularis	98.9056	2903.3
Left-wm-parsorbitalis	85.7873	979.0
Left-wm-parstriangularis	96.327	2868.5
Left-wm-pericalcarine	87.5995	2968.3
Left-wm-postcentral	90.2492	5928.3
Left-wm-posteriorcingulate	102.9478	4647.3
Left-wm-precentral	95.7085	11974.9
Left-wm-precuneus	98.5255	7742.1
Left-wm-rostralanteriorcingulate	100.5745	2138.3
Left-wm-rostralmiddlefrontal	95.2964	11265.2
Left-wm-superiorfrontal	92.9897	16609.3
Left-wm-superiorparietal	98.6616	11311.9
Left-wm-superiortemporal	90.3823	6067.5
Left-wm-supramarginal	97.3681	7124.0
Left-wm-frontalpole	79.7575	235.7
Left-wm-temporalpole	73.9243	618.6
Left-wm-transversetemporal	99.0765	869.5
Left-wm-insula	93.3238	8098.4
Right-wm-bankssts	98.7493	2692.1
Right-wm-caudalanteriorcingulate	104.2186	2612.6
Right-wm-caudalmiddlefrontal	99.5604	5275.4
Right-wm-cuneus	87.7098	2758.7
Right-wm-entorhinal	81.9666	802.6
Right-wm-fusiform	88.4138	4704.9
Right-wm-inferiorparietal	94.7769	11925.2
Right-wm-inferiortemporal	84.4911	5270.0
Right-wm-isthmuscingulate	100.9818	3010.6
Right-wm-lateraloccipital	89.1576	10454.7
Right-wm-lateralorbitofrontal	95.8161	6026.2
Right-wm-lingual	85.6018	5545.7
Right-wm-medialorbitofrontal	91.2178	3086.3
Right-wm-middletemporal	83.9562	5460.7
Right-wm-parahippocampal	88.1548	1408.5
Right-wm-paracentral	96.895	4892.7
Right-wm-parsopercularis	98.6645	2663.6
Right-wm-parsorbitalis	87.5529	1266.2
Right-wm-parstriangularis	96.214	2706.6
Right-wm-pericalcarine	85.353	2906.2
Right-wm-postcentral	90.003	6360.8
Right-wm-posteriorcingulate	101.9944	3883.4
Right-wm-precentral	94.6826	12482.3
Right-wm-precuneus	98.6551	8809.7
Right-wm-rostralanteriorcingulate	100.0813	1919.0
Right-wm-rostralmiddlefrontal	93.6187	10739.2
Right-wm-superiorfrontal	93.7523	17587.0
Right-wm-superiorparietal	97.1883	10114.4
Right-wm-superiortemporal	87.1962	5829.4
Right-wm-supramarginal	97.1959	6475.1
Right-wm-frontalpole	84.548	309.6
Right-wm-temporalpole	76.2439	524.1
Right-wm-transversetemporal	97.641	589.2
Right-wm-insula	92.8039	8010.4
Left-UnsegmentedWhiteMatter	103.8028	31554.7
Right-UnsegmentedWhiteMatter	103.5645	31139.0
