name	volume	thickness	area	meancurv
Left-bankssts	2260.0	2.546	984.0	0.085
Left-caudalanteriorcingulate	1441.0	2.695	475.0	0.129
Left-caudalmiddlefrontal	4850.0	2.565	1792.0	0.108
Left-cuneus	2421.0	1.712	1321.0	0.132
Left-entorhinal	1779.0	3.713	264.0	0.083
Left-fusiform	10278.0	2.807	3147.0	0.112
Left-inferiorparietal	11261.0	2.447	4256.0	0.104
Left-inferiortemporal	10308.0	2.643	3221.0	0.12
Left-isthmuscingulate	2186.0	2.282	900.0	0.134
Left-lateraloccipital	9916.0	2.111	4336.0	0.131
Left-lateralorbitofrontal	7688.0	2.839	2458.0	0.122
Left-lingual	5114.0	2.031	2449.0	0.129
Left-medialorbitofrontal	5537.0	2.838	1825.0	0.124
Left-middletemporal	10497.0	2.747	3119.0	0.114
Left-parahippocampal	1760.0	2.405	641.0	0.061
Left-paracentral	2933.0	2.325	1171.0	0.081
Left-parsopercularis	4690.0	2.623	1547.0	0.112
Left-parsorbitalis	2494.0	2.867	633.0	0.131
Left-parstriangularis	3021.0	2.453	1152.0	0.107
Left-pericalcarine	1623.0	1.56	1174.0	0.139
Left-postcentral	8236.0	2.012	3751.0	0.107
Left-posteriorcingulate	2878.0	2.419	1122.0	0.139
Left-precentral	11616.0	2.482	4414.0	0.1
Left-precuneus	8053.0	2.319	3346.0	0.11
Left-rostralanteriorcingulate	1669.0	2.885	499.0	0.138
Left-rostralmiddlefrontal	11582.0	2.333	4522.0	0.126
Left-superiorfrontal	19349.0	2.814	6251.0	0.116
Left-superiorparietal	11059.0	2.167	4575.0	0.106
Left-superiortemporal	10894.0	2.701	3549.0	0.095
Left-supramarginal	10724.0	2.569	3918.0	0.122
Left-frontalpole	798.0	2.654	243.0	0.184
Left-temporalpole	2779.0	3.938	399.0	0.108
Left-transversetemporal	1111.0	2.511	391.0	0.104
Left-insula	6354.0	3.082	2038.0	0.103
